src_word,desc,src_alt
stopfen ,1. крпи <br/> &emsp; <i>die Socken stopfen ≈ крпи чорапи</i> <br/><br/> 2. набива <br/> &emsp; <i>eine Pfeif stopfen ≈ полни луле</i> <br/><br/> 3. полни,
stopfen ,храни, 
stoppeln ,1. зачепи <br/><br/> 2. затнува,
stoppen ,1. запира <br/><br/> 2. сопира,
stornieren ,1. сторнира <br/><br/> 2. анулира <br/><br/> 3. поништи, 
stottern ,1. пелтечи <br/><br/> 2. тепка,
stoßempfindlich ,чувствителен на удари,
stoßen ,1. удира <br/> &emsp; <i>sich stoßen ≈ се удира</i> <br/><br/> 2. толчи <br/><br/> 3. бутка,
stoßfest ,цврст на удар,
stoßweise ,1. на моменти <br/><br/> 2. на купови,
stracks ,1. директно <br/><br/> 2. веднаш <br/><br/> 3. без одложување,
strafbar ,казнив <br/> &emsp; <i>sich strafbar machen ≈ прави прекршок</i>, 
strafen ,казнува,
straff ,затегнат,
straffen ,затегне <br/> &emsp; <i>die Bauchmuskeln straffen ≈ затегне стомачни мускули</i>,
straffrei ,1. ослободен (без казна) <br/><br/> 2. неказнет, 
straffällig ,1. казнет <br/><br/> 2. казнуван, 
strafversetzen ,(премести по казна),
strahlen ,1. зрачи <br/><br/> 2. емитира,
strahlend ,1. блескав <br/><br/> 2. сјаен,
strahlend ,1. радиоактивен <br/> &emsp; <i>strahlendes Material ≈ радиоактивен материјал</i> <br/><br/> 2. зрачлив, 
strahlenförmig ,зрачест,
stramm ,1. јак <br/><br/> 2. здрав <br/><br/> 3. строг,
strammstehen ,1. стои исправен <br/><br/> 2. стои мирно,
strammziehen ,1. соблече <br/><br/> 2. свлече (панталони за казна),
strampeln ,1. (мавта со нозе) <br/><br/> 2. измачи,
stranden ,1. заринка <br/><br/> 2. насука,
strangulieren ,1. задави <br/><br/> 2. задуши,
strapazieren ,1. измачува <br/><br/> 2. малтретира,
strapaziös ,1. мачен <br/><br/> 2. напорен,
strategisch ,стратегиски,
strauchartig ,во видна грмушка,
straucheln ,1. препне <br/><br/> 2. сопне,
straßab ,(насекаде по улица),
straßauf ,1. (низ улици) <br/><br/> 2. (по улици),
streben ,1. тежнее <br/><br/> 2. стреми <br/> &emsp; <i>nach besserem Leben streben ≈ се стреми кон подобар живот</i>,
strebsam ,1. амбициозен <br/><br/> 2. трудољубив,
strecken ,1. пружи <br/> &emsp; <i>die Hand strecken ≈ пружи рака</i> <br/><br/> 2. испружи <br/><br/> 3. протегне <br/> &emsp; <i>sich nach dem Schlaf strecken ≈ се протегне после спиење</i> <br/><br/> 4. разводни <br/> &emsp; <i>den Wein strecken ≈ го разводни виното</i>,
streckenweise ,на места,
streicheln ,1. милува <br/><br/> 2. гали,
streichen ,"1. скита <br/><br/> 2. талка <br/><br/> 3. иде <br/><br/> 4. мачка <br/> &emsp; <i>gestrichene Brotscheibe ≈ намачкано парче леб</i> <br/><br/> 5. израмни <br/> &emsp; <i>gestrichen voll ≈ полн, израмнет до горе</i>",
streifen ,1. засука <br/> &emsp; <i>die Ärmel in die Höhe streifen ≈ ги засука ракавите нагоре</i> <br/><br/> 2. црта (повлекува црти) <br/><br/> 3. допре <br/> &emsp; <i>Die Kugel hat ihn leicht gestreift. ≈ Куршумот го допре лесно.</i> <br/><br/> 4. талка <br/> &emsp; <i>Die Katze streift über das Dach. ≈ Мачката талка по покривот.</i> <br/><br/> 5. патролира <br/> &emsp; <i>Die Polizei streft die Straßen entlang. ≈ Полицијата патролира по улиците.</i>,
streiken ,штрајкува,
streitbar ,1. кавгаџиски <br/><br/> 2. лут <br/> &emsp; <i>streitbarer Mensch ≈ лут човек</i>,
streiten ,1. препира <br/> &emsp; <i>sich mit jemandem streiten ≈ се препира со некого</i> <br/><br/> 2. расправа,
streitig ,1. спорен <br/><br/> 2. оспоруван,
streitsüchtig ,1. (спремен на кавга) <br/><br/> 2. (бара кавга),
streng ,строг,
streng genommen ,строго земено,
strenggläubig ,строговерен, 
strengstens ,најстрого,
stressen ,1. се потресува <br/><br/> 2. доживува стрес,
stressig ,1. стресен <br/><br/> 2. прави стрес,
streuen ,"растура, распрскува",
streunen ,1. лута <br/><br/> 2. ака <br/><br/> 3. штука,
stricheln ,1. искосува <br/><br/> 2. нацртува,
strichweise ,со црти,
stricken ,плете,
striegeln ,тимари,
striezen ,меси кифли,
strikt ,1. стриктен <br/><br/> 2. точен <br/><br/> 3. строг,
stringent ,1. стриктен <br/><br/> 2. строг,
strippen ,игра стриптиз,
strittig ,спорен,
strohdumm ,многу глупав,
strohig ,сламен,
strolchen ,скита,
stromabwärts ,низводно,
stromaufwärts ,спроти струја,
stromern ,1. скита <br/><br/> 2. талка,
strotzen ,1. блика <br/> &emsp; <i>er strotzt vor Gesundheit ≈ блика од здравје</i> <br/><br/> 2. обилува,
strukturell ,структурен,
strukturieren ,структурира,
struppig ,бушав,
sträflich ,казнив,
sträuben ,1. наежи <br/> &emsp; <i>sich sträuben ≈ се наежи</i> <br/><br/> 2. костреши <br/><br/> 3. одбие,
strömen ,1. струи <br/><br/> 2. тече <br/><br/> 3. лее <br/> &emsp; <i>die Tränen strömen ≈ солзи леат</i>,
stuckern ,1. (прави орнаменти од штук) <br/><br/> 2. гипсира, 
stuckieren ,(прави пластични оранаменти од штук), 
studentisch ,студентски,
studieren ,студира,
stufen ,1. степенест <br/><br/> 2. скалест,
stufenweise ,постепено,
stumm ,нем,
stumpf ,тап,
stumpfnasig ,1. тап нос <br/><br/> 2. чупаст,
stumpfsinnig ,тапоглав,
stunden ,1. одлага <br/><br/> 2. оддолжува,
stundenlang ,1. долготраен <br/><br/> 2. со часови,
stundenweise ,1. (по час) <br/><br/> 2. (по саат),
stupend ,1. зачудувачки <br/><br/> 2. изненадувачки,
stupid ,1. глуп <br/><br/> 2. тап,
stupide ,1. глуп <br/><br/> 2. тап,
stupsen ,1. удира <br/><br/> 2. (се лакти),
stur ,тврдоглав,
stutzen ,1. потсече <br/><br/> 2. потстриже <br/><br/> 3. зачуди <br/> &emsp; <i>einen Augenblick stutzen ≈ за еден момент се зачуди</i> <br/><br/> 4. поткрепи,
stutzerhaft ,кицошки,
stutzig ,1. збунет <br/><br/> 2. запрепастен <br/><br/> 3. сомнителен,
städtebaulich ,градежнички, 
städtisch ,градски,
stählen ,челичи <br/> &emsp; <i>sich stählen ≈ се челичи</i>,
stählern ,челичен,
stämmig ,атлетски граден но кус,
ständig ,постојан,
stängellos ,1. без стебло <br/><br/> 2. без ластар,
stänkern ,1. смрди <br/><br/> 2. се мати,
stärken ,1. јакне <br/><br/> 2. зајакне <br/><br/> 3. закрепне <br/> &emsp; <i>sich stärken ≈ се закрепне</i>,
stäuben ,праши <br/> &emsp; <i>bestäuben ≈ опрашува со полен</i>,
stöbern ,1. бара <br/><br/> 2. претура,
stöckeln ,1. цупка <br/><br/> 2. оди на прсти,
stöhnen ,1. стенка <br/><br/> 2. офка,
stöpseln ,1. затвори <br/><br/> 2. затне <br/><br/> 3. зачепи <br/><br/> 4. приклучи,
stören ,1. пречи <br/><br/> 2. вознемирува <br/><br/> 3. растрои,
störrisch ,1. тврдоглав <br/><br/> 2. инаетлив,
störungsfrei ,(без пречки),
stückeln ,(состави од парчиња),
stücken ,(состави од парчиња),
stückweise ,(парче по парче),
stülpen ,1. засуче <br/><br/> 2. свитка <br/><br/> 3. навлече,
stümperhaft ,фушерски,
stümpern ,1. фушери <br/><br/> 2. работи лошо (фуш),
stündlich ,секој час,
stürmen ,1. јуриша <br/><br/> 2. атакува <br/><br/> 3. (коси бура) <br/><br/> 4. вее,
stürmisch ,1. бурен <br/> &emsp; <i>stürmische Liebe ≈ бурна љубов</i> <br/><br/> 2. жесток,
stürzen ,1. руши <br/><br/> 2. струполи <br/><br/> 3. нафрли <br/> &emsp; <i>sich auf die Arbeit stürzen ≈ се нафрли на работата</i>,
stützen ,1. потпре <br/><br/> 2. кастри,
subaltern ,1. подреден <br/><br/> 2. во низок хиерархиски ранг,
subjektiv ,субјективен,
subkutan ,подкожен, 
subskribieren ,1. се абонира <br/><br/> 2. се претплатува,
substantivieren ,1. поименчува <br/><br/> 2. субстантивира, 
substantivisch ,именски (користи како именка), 
substanziell ,1. материјален <br/><br/> 2. супстанцијален <br/><br/> 3. битен, substantiell
subsumieren ,подредува,
subtil ,1. суптилен <br/><br/> 2. внимателен <br/><br/> 3. грижлив,
subtrahieren ,одзема, 
subtropisch ,суптропски,
subventionieren ,субвенционира, 
subversiv ,субверзивен,
suchen ,1. бара <br/><br/> 2. трага,
suchtkrank ,(страда од зависност),
sudeln ,испрска (со нечиста вода),
suggerieren ,1. сугерира <br/><br/> 2. наговара <br/><br/> 3. убедува,
suggestiv ,1. сугестивен <br/><br/> 2. убедлив,
suhlen ,валка <br/> &emsp; <i>sich suhlen ≈ се валка</i>,
sukzessiv ,1. сукцесивен <br/><br/> 2. постепен,
sukzessive ,1. сукцесивно <br/><br/> 2. постепено,
summa cum laude ,одличен (на докторски испит),
summarisch ,1. сумарен <br/><br/> 2. вкупен,
summen ,1. зуи <br/><br/> 2. брмчи,
summieren ,1. се насобира <br/><br/> 2. собира,
sumpfen ,1. накваси <br/><br/> 2. накисне,
sumpfig ,1. каллив <br/><br/> 2. мочурлив,
sunnitisch ,сунитски, 
super ,1. супер <br/><br/> 2. првокласен,
superb ,1. супер <br/><br/> 2. одличен,
superklug ,1. интелегент <br/><br/> 2. многу интелегентен,
superlativisch ,1. во суперлатив <br/><br/> 2. суперлативен,
supermodern ,супер модерен,
suppig ,супест (чорбест),
surfen ,"претражува во интернет <br/><br/> сурфа, јава на морски бранови со помош на ветер", 
surrealistisch ,суреалистичи,
surren ,1. зуи <br/><br/> 2. брмчи,
suspekt ,сомнителен,
suspendieren ,1. суспендира <br/><br/> 2. отстранува,
swingen ,музицира во стил на џез, 
symbolhaft ,симболичен,
symbolisch ,сиболичен,
symbolisieren ,симболизира,
symmetrisch ,симетрички,
sympathisch ,симпатичен,
sympathisieren ,симпатизира,
symphonisch ,симфониски, sinfonisch 
symptomatisch ,симптоматичен,
synchron ,синхронизиран,
synchronisieren ,синхронизира,
synonym ,1. синоним <br/><br/> 2. синонимен,
syntaktisch ,синтактички,
synthetisch ,синтетички,
syphiliskrank ,1. болен од сифилис <br/><br/> 2. сифиличен, 
systematisch ,систематски,
systematisieren ,систематизира,
systemlos ,без систем,
szenisch ,сценски, 
säbeln ,(сече со сабја),
sächlich ,среден род, 
sächseln ,зборува на саксонски дијалект,
sächsisch ,саксонски,
säen ,сее,
sägen ,1. струже <br/><br/> 2. бичи <br/><br/> 3. разбичува,
